clip,gap_length_x,condition_x,dyad,turn_num,turn_start_msec,video_num,laughter,Unnamed: 8,Unnamed: 9,subID,partnerID,timepoint,connection,connection_change,gap_length_y,speaker,condition_y
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,65.0,69.0,2_after,59.0,0.0,2100.0,other,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,69.0,65.0,2_after,91.0,0.0,2100.0,self,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,65.0,69.0,3_after,59.0,0.0,2100.0,other,strangers
70_2100_65_69.mov,2100,strangers,65_69,87,408468,70,yes,,,69.0,65.0,3_after,91.0,0.0,2100.0,self,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,65.0,69.0,long_gap,70.0,0.0,3540.0,other,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,69.0,65.0,long_gap,90.0,0.0,3540.0,self,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,65.0,69.0,1_before,70.0,0.0,3540.0,other,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,69.0,65.0,1_before,87.1,-2.9000000000000057,3540.0,self,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,65.0,69.0,2_before,70.0,0.0,3540.0,other,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,69.0,65.0,2_before,85.0,-5.0,3540.0,self,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,65.0,69.0,3_before,70.0,0.0,3540.0,other,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,69.0,65.0,3_before,85.0,-5.0,3540.0,self,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,65.0,69.0,1_after,70.0,0.0,3540.0,other,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,69.0,65.0,1_after,89.85,-0.1500000000000056,3540.0,self,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,65.0,69.0,2_after,70.0,0.0,3540.0,other,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,69.0,65.0,2_after,78.05,-11.950000000000005,3540.0,self,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,65.0,69.0,3_after,70.0,0.0,3540.0,other,strangers
71_3540_65_69.mov,3540,strangers,65_69,97,455139,71,yes,,,69.0,65.0,3_after,68.35,-21.65000000000001,3540.0,self,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,65.0,69.0,long_gap,70.0,0.0,2498.0,self,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,69.0,65.0,long_gap,88.6,0.0,2498.0,other,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,65.0,69.0,1_before,70.0,0.0,2498.0,self,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,69.0,65.0,1_before,90.0,1.4000000000000057,2498.0,other,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,65.0,69.0,2_before,70.0,0.0,2498.0,self,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,69.0,65.0,2_before,90.0,1.4000000000000057,2498.0,other,strangers
