subID,partnerID,dyad,timepoint,connection,connection_change,gap_length,condition
102,110,102_110,1_before,66.0,0.0,1282.0,strangers
110,102,102_110,1_before,16.0,0.0,1282.0,strangers
102,110,102_110,2_before,66.0,0.0,1282.0,strangers
110,102,102_110,2_before,16.0,0.0,1282.0,strangers
102,110,102_110,1_after,66.4,0.4000000000000057,1282.0,strangers
110,102,102_110,1_after,16.0,0.0,1282.0,strangers
102,110,102_110,2_after,67.1,1.0999999999999943,1282.0,strangers
110,102,102_110,2_after,16.0,0.0,1282.0,strangers
102,110,102_110,3_after,63.0,-3.0,1282.0,strangers
110,102,102_110,3_after,16.0,0.0,1282.0,strangers
102,110,102_110,3_before,65.0,0.0,1106.0,strangers
110,102,102_110,3_before,31.0,0.0,1106.0,strangers
102,110,102_110,long_gap,60.0,-5.0,1106.0,strangers
110,102,102_110,long_gap,31.0,0.0,1106.0,strangers
102,110,102_110,1_before,65.0,0.0,1106.0,strangers
110,102,102_110,1_before,31.0,0.0,1106.0,strangers
102,110,102_110,2_before,65.0,0.0,1106.0,strangers
110,102,102_110,2_before,31.0,0.0,1106.0,strangers
102,110,102_110,1_after,55.85,-9.149999999999999,1106.0,strangers
110,102,102_110,1_after,32.75,1.75,1106.0,strangers
102,110,102_110,2_after,63.05,-1.9500000000000028,1106.0,strangers
110,102,102_110,2_after,35.095238095238095,4.095238095238095,1106.0,strangers
102,110,102_110,3_after,65.0,0.0,1106.0,strangers
110,102,102_110,3_after,33.0,2.0,1106.0,strangers
102,110,102_110,3_before,70.0,0.0,1167.0,strangers
110,102,102_110,3_before,18.0,0.0,1167.0,strangers
102,110,102_110,long_gap,68.0,-2.0,1167.0,strangers
110,102,102_110,long_gap,15.0,-3.0,1167.0,strangers
102,110,102_110,1_before,68.0,-2.0,1167.0,strangers
110,102,102_110,1_before,15.0,-3.0,1167.0,strangers
102,110,102_110,2_before,68.95,-1.0499999999999972,1167.0,strangers
110,102,102_110,2_before,15.25,-2.75,1167.0,strangers
102,110,102_110,1_after,68.0,-2.0,1167.0,strangers
110,102,102_110,1_after,15.0,-3.0,1167.0,strangers
102,110,102_110,2_after,68.0,-2.0,1167.0,strangers
110,102,102_110,2_after,15.0,-3.0,1167.0,strangers
102,110,102_110,3_after,68.0,-2.0,1167.0,strangers
110,102,102_110,3_after,15.0,-3.0,1167.0,strangers
102,110,102_110,3_before,68.0,0.0,1085.0,strangers
110,102,102_110,3_before,11.5,0.0,1085.0,strangers
102,110,102_110,long_gap,68.0,0.0,1085.0,strangers
110,102,102_110,long_gap,14.0,2.5,1085.0,strangers
102,110,102_110,1_before,68.0,0.0,1085.0,strangers
110,102,102_110,1_before,14.0,2.5,1085.0,strangers
102,110,102_110,2_before,68.0,0.0,1085.0,strangers
110,102,102_110,2_before,12.15,0.6500000000000004,1085.0,strangers
102,110,102_110,1_after,68.0,0.0,1085.0,strangers
110,102,102_110,1_after,13.05,1.5500000000000007,1085.0,strangers
102,110,102_110,2_after,65.15,-2.8499999999999943,1085.0,strangers
110,102,102_110,2_after,13.0,1.5,1085.0,strangers
102,110,102_110,3_after,64.0,-4.0,1085.0,strangers
110,102,102_110,3_after,13.0,1.5,1085.0,strangers
102,110,102_110,3_before,64.0,0.0,1169.0,strangers
110,102,102_110,3_before,12.2,0.0,1169.0,strangers
102,110,102_110,long_gap,64.0,0.0,1169.0,strangers
110,102,102_110,long_gap,11.0,-1.1999999999999993,1169.0,strangers
102,110,102_110,1_before,64.0,0.0,1169.0,strangers
110,102,102_110,1_before,11.0,-1.1999999999999993,1169.0,strangers
